transcript	GSK_rep1	GSK_rep2	LLY_rep1	LLY_rep2
L1FLnI_8q22.1q	3	2	2	3
L1FLnI_1q23.1s	3	1	1	1
L1FLnI_5q11.2h	3	0	7	0
L1FLnI_20q12f	3	0	6	2
L1FLI_Xp21.1a	3	2	2	0
L1FLnI_6q23.3f	3	2	0	1
L1FLnI_8q13.3f	3	2	13	3
L1FLnI_2q23.3b	3	4	8	5
L1FLnI_8q11.21k	3	0	1	2
L1FLnI_Xq25qa	3	0	1	0
L1FLnI_12q15o	3	0	2	2
L1FLnI_2p16.1s	3	3	2	2
L1FLnI_5p13.3t	3	4	9	2
L1FLnI_21q22.12	3	5	3	1
L1FLnI_3q25.2e	3	2	0	1
L1FLnI_8p23.2b	3	0	0	1
L1FLnI_8p12f	3	2	3	4
L1FLnI_4q12gb	3	2	1	1
L1FLnI_5q22.1p	3	3	3	1
L1FLnI_4q22.3aa	3	4	3	3
L1FLnI_1q25.2u	3	1	3	0
L1FLnI_4q28.1g	3	1	1	0
L1FLnI_10q21.1i	3	0	1	2
L1FLnI_2q23.3s	3	2	3	2
L1FLnI_3p21.1d	3	2	5	0
L1FLnI_8q12.1p	3	3	2	0
L1FLnI_6p22.3i	3	1	0	1
L1FLnI_3p24.3ia	3	1	7	1
L1FLnI_Xq24o	3	3	1	1
L1FLnI_3p24.3wa	3	1	1	1
L1FLnI_Xq24t	3	1	0	0
L1FLnI_6q14.1r	3	4	0	4
L1FLnI_8p21.2c	3	1	4	1
L1FLnI_5p15.32a	3	0	2	2
L1FLnI_5q14.3e	3	0	2	0
L1FLnI_3p14.2w	3	1	7	0
L1FLnI_10q25.3m	3	2	8	3
L1FLnI_10q23.1xa	3	7	9	10
L1ORF2_18q11.2a	3	4	4	1
L1FLnI_7p11.2a	3	0	0	0
L1FLnI_4q22.2k	3	1	1	2
L1FLnI_14q32.33d	3	0	0	2
L1FLnI_Xp21.3l	3	2	4	1
L1FLnI_8q11.1h	3	1	1	0
L1FLnI_4q12ob	3	0	2	4
L1FLnI_9p21.3fa	3	0	0	0
L1FLnI_7q22.2d	3	2	1	3
L1FLnI_11p14.3ea	3	2	7	1
L1FLnI_2q33.1d	3	2	7	0
L1FLnI_12q21.31a	3	1	4	2
L1FLnI_1q23.1r	3	2	1	1
L1FLnI_2q24.3q	3	3	6	8
L1FLnI_Xq11.1a	3	1	3	2
L1FLnI_11p15.4w	3	5	6	1
L1FLnI_Yp11.2k	3	0	2	3
L1FLnI_5q21.2c	3	4	6	1
L1FLI_8q24.21	3	2	1	1
L1FLnI_Xq21.1hc	3	0	0	0
L1FLnI_11q24.3d	3	2	1	5
L1FLnI_4p16.1d	3	2	1	0
L1FLnI_5q11.1n	3	2	3	3
L1FLnI_6q16.3o	3	1	3	0
L1FLnI_7q21.11oa	3	0	2	3
L1FLnI_12p12.1o	3	7	4	2
L1FLnI_8q11.21v	3	0	0	0
L1FLnI_2p24.1e	3	2	10	1
L1FLnI_8p11.1i	3	0	2	2
L1FLnI_2q32.1a	3	1	8	2
L1FLnI_5q15qa	3	2	3	2
L1FLnI_4q13.1y	3	1	1	0
L1FLnI_3p26.1w	3	1	3	1
L1FLnI_12q13.2s	3	0	0	2
L1FLnI_8q11.22d	3	1	4	1
L1FLnI_3q26.1r	3	1	4	0
L1FLnI_14q21.2q	3	5	1	5
L1FLnI_2p11.2o	3	1	6	1
L1FLnI_3q24v	3	4	2	3
L1FLnI_11p15.4ia	3	1	5	2
L1FLnI_7q35r	3	4	5	3
L1FLnI_7q21.3n	3	4	1	2
L1FLnI_3q11.1f	3	3	1	3
L1FLnI_2q24.3h	3	0	1	0
L1FLnI_14q12a	3	9	5	5
L1FLnI_9q21.11a	3	2	2	2
L1FLnI_14q21.3v	3	2	2	4
L1FLnI_3p24.3u	3	5	4	2
L1FLnI_2q24.2m	3	2	3	0
L1FLnI_11q14.2c	3	1	2	2
L1FLnI_7p21.3sa	3	0	5	1
L1FLnI_8q23.3ca	3	3	3	2
L1FLnI_6q13fa	3	1	3	1
L1FLnI_3q12.1h	3	3	5	1
L1FLnI_1q32.1h	3	0	0	0
L1FLnI_2p24.3o	3	1	1	0
L1FLnI_12q21.33b	3	2	6	2
L1FLnI_3q25.32f	3	1	2	0
L1FLnI_6q22.31m	3	2	1	3
L1FLnI_4q13.3hb	3	0	3	3
L1FLnI_1q11a	3	0	2	2
L1FLnI_4q28.3t	3	0	0	6
L1FLnI_6q25.3n	3	1	12	2
L1FLnI_8q12.3o	3	4	6	9
L1FLnI_7q31.1la	3	2	1	2
L1FLnI_18q12.2f	3	0	3	2
L1FLnI_2q13g	3	0	3	0
L1FLnI_5q13.2c	3	5	1	3
L1FLnI_Xq23o	3	1	3	1
L1FLnI_4q31.3h	3	1	1	0
L1FLnI_11p11.2m	3	0	1	3
L1FLnI_9q21.2a	3	2	13	2
L1FLnI_3q13.13i	3	0	2	2
L1FLnI_5q31.1o	3	2	0	1
L1FLnI_1p31.3m	3	1	2	0
L1FLnI_15q24.1c	3	6	9	3
L1FLnI_7q21.11da	3	1	7	1
L1FLnI_1p13.2f	3	0	2	2
L1FLnI_13q22.1g	3	0	3	2
L1FLnI_5q11.2ha	3	1	3	0
L1FLnI_Xq21.1ka	3	2	1	4
L1FLnI_Xp11.22ha	3	3	2	1
L1FLnI_12p12.1j	3	0	0	0
L1FLnI_1q32.1l	3	1	3	3
L1FLnI_15q21.3u	3	3	3	2
L1FLnI_5p13.3p	3	0	2	2
L1FLnI_1p36.21b	3	3	4	0
L1FLnI_8q12.1d	3	2	3	4
L1FLnI_11q12.3j	3	1	4	1
L1FLnI_Xp22.12h	3	6	6	5
L1FLnI_8q21.3fa	3	4	0	2
L1FLnI_7p14.3b	3	0	6	0
L1FLnI_10q23.33t	3	5	2	1
L1FLnI_15q11.2b	3	2	2	2
L1FLnI_10q21.2c	3	6	5	0
L1FLnI_20q13.12g	3	0	1	2
L1FLnI_7q21.13l	3	0	4	3
L1FLnI_4q21.1p	3	3	4	3
L1FLnI_4q28.3j	3	0	5	1
L1FLnI_6q16.1fa	3	1	3	0
L1FLnI_10p12.31d	3	3	1	3
L1FLnI_5q13.3e	3	0	3	2
L1FLnI_4q12pa	3	1	9	2
L1FLnI_9q31.1ba	3	2	1	0
L1FLnI_8q24.12s	3	1	5	2
L1FLnI_Xq23ob	3	3	1	3
L1FLnI_Xq13.3na	3	2	2	1
L1FLnI_3q24h	3	3	0	0
L1FLnI_5p11c	3	1	1	0
L1FLnI_6p24.2b	3	0	0	1
L1FLnI_17p13.3i	3	0	0	0
L1FLnI_6q14.1ga	3	2	3	1
L1FLnI_13q22.1b	3	4	2	0
L1ORF2_6q21a	3	1	2	0
L1ORF2_18q11.2b	3	3	2	1
L1FLnI_5q33.1j	3	0	2	0
L1FLnI_3p24.3x	3	1	1	1
L1FLnI_5q12.3t	3	4	9	1
L1FLnI_11p15.3j	3	0	1	3
L1FLnI_1q25.2q	3	3	5	0
L1FLnI_Xq21.1zb	3	0	6	2
L1FLnI_4p13b	3	0	0	0
L1FLnI_7p21.3t	3	1	1	1
L1FLnI_3q13.13j	3	2	5	0
L1FLnI_5q22.3p	3	0	0	0
L1FLnI_Xq21.2y	3	0	1	0
L1FLnI_10p12.2j	3	1	1	1
L1FLnI_Xq21.1b	3	0	2	0
L1FLnI_4q13.3y	3	2	0	0
L1FLnI_4q31.21u	3	1	5	1
L1FLnI_13q32.3a	3	1	0	0
L1FLnI_6q16.1u	3	0	8	2
L1FLnI_3q23m	3	0	0	1
L1FLnI_10q21.1ea	3	1	0	2
L1FLnI_18q11.2b	3	1	2	0
L1FLnI_3q25.31b	3	5	4	0
L1FLnI_8q22.3c	3	1	1	0
L1FLnI_9p12b	3	0	0	1
L1FLnI_9q21.31s	3	1	0	2
L1FLnI_Xq21.1f	3	3	1	0
L1FLnI_12q12bb	3	7	2	0
L1FLnI_Xq21.1gb	3	2	1	1
L1FLnI_Xq25bb	3	1	0	2
L1FLnI_5p14.1a	3	0	2	1
L1FLnI_3p26.1i	3	0	0	2
L1FLnI_8q21.13ba	3	1	0	0
L1FLI_4q21.21b	3	2	13	5
L1FLnI_1q31.2j	3	3	5	2
L1FLnI_11q25g	3	1	2	1
L1FLnI_11q11h	3	0	1	0
L1FLnI_5p13.2m	3	3	2	2
L1FLnI_2p16.1ba	3	3	5	0
L1FLnI_12p12.1q	3	0	0	2
L1FLnI_7q31.1oa	3	0	0	0
L1FLnI_Xq21.1i	3	1	0	1
L1FLnI_12p13.31a	3	4	8	3
L1FLnI_5q11.1g	3	1	1	0
L1FLnI_9p24.1da	3	1	1	1
L1FLnI_4q34.1s	3	0	0	0
L1FLnI_14q11.2h	3	3	1	0
L1FLnI_4q21.23c	3	1	0	0
L1FLnI_4q13.2y	3	2	3	1
L1FLnI_Yp11.2db	3	4	3	3
L1FLnI_7p21.2q	3	1	9	3
L1FLnI_15q21.1d	3	2	2	0
L1FLnI_Xq21.1mf	3	1	1	3
L1FLnI_11q12.3k	3	1	2	0
L1FLnI_6p25.2d	3	5	9	4
L1FLnI_3p26.1x	3	3	2	0
L1FLnI_8q24.21m	3	1	1	3
L1FLnI_19p12a	3	0	0	0
L1FLnI_3p21.2i	3	8	5	5
L1FLnI_6q12ma	3	0	0	0
L1FLnI_15q21.3l	3	2	1	2
L1FLnI_11q25d	3	1	0	0
L1FLnI_2p11.2i	3	1	1	2
L1FLnI_Yq11.21e	3	2	4	2
L1FLnI_11p11.2d	3	0	1	1
L1FLnI_7p21.3da	3	1	3	0
L1FLnI_13q31.1a	3	0	0	1
L1FLnI_18p11.31a	3	8	8	6
L1FLnI_4q28.1l	3	1	0	1
L1FLnI_6p12.1t	3	0	0	0
L1FLnI_6p22.1f	3	1	4	1
L1FLnI_2p14h	3	2	4	1
L1FLnI_Xq13.1da	3	0	2	0
L1FLnI_6q16.3y	3	1	5	0
L1FLnI_14q31.1f	3	1	0	0
L1FLnI_11q14.3v	3	0	2	0
L1FLnI_11q12.3r	3	2	1	3
L1FLnI_16q23.2d	3	2	0	2
L1FLnI_11q11e	3	0	0	0
L1FLnI_6q27d	3	3	3	0
L1FLnI_1p22.2aa	3	0	0	1
L1FLnI_7p12.3k	2	1	1	0
L1FLnI_10q24.1a	2	3	2	3
L1FLnI_21q11.2g	2	2	5	1
L1FLnI_10q21.3r	2	0	0	0
L1FLnI_1p31.1tb	2	1	2	3
L1FLnI_1p22.2k	2	0	1	0
L1FLnI_1q24.3m	2	0	6	2
L1FLnI_1q31.2n	2	3	16	5
L1FLnI_2p22.3s	2	0	0	0
L1FLnI_2q14.2f	2	2	4	3
L1FLnI_2q24.2q	2	4	1	0
L1FLnI_2q35d	2	3	5	3
L1FLnI_3p24.3m	2	2	3	4
L1FLnI_4q28.3g	2	0	0	0
L1FLnI_4q33j	2	2	1	2
L1FLnI_5q13.3p	2	1	1	1
L1FLnI_5q32ba	2	3	4	1
L1FLnI_6q14.3i	2	3	5	4
L1FLnI_6q14.3va	2	0	1	0
L1FLnI_9q22.1a	2	5	0	4
L1FLnI_10q22.3f	2	0	2	0
L1FLnI_11p15.1m	2	0	0	0
L1FLnI_12p13.31h	2	0	8	1
L1FLnI_12q14.2d	2	1	3	1
L1FLnI_12q21.31h	2	2	5	0
L1FLnI_14q13.1c	2	0	6	0
L1FLnI_14q21.1na	2	0	1	0
L1FLnI_15q21.1e	2	1	1	1
L1FLnI_15q25.2b	2	0	1	4
L1FLI_18q22.2	2	2	2	2
L1FLnI_Xp21.1e	2	0	0	0
L1FLnI_Xp11.23b	2	0	2	1
L1FLnI_Xq21.1gf	2	0	0	1
L1FLnI_Xq21.33kb	2	0	1	2
L1FLnI_Xq22.3t	2	0	0	0
L1FLnI_Xq22.3fa	2	0	1	1
L1FLnI_Xq24z	2	0	0	0
L1FLnI_1p13.2n	2	1	4	1
L1FLnI_1q24.2a	2	3	4	2
L1FLnI_2p16.1ha	2	6	8	1
L1FLnI_3p14.2v	2	6	4	6
L1FLnI_3q26.33e	2	0	0	0
L1FLnI_4q21.3d	2	0	2	1
L1FLnI_4q32.1la	2	3	3	1
L1FLnI_5q14.2d	2	0	2	1
L1FLnI_5q14.3hb	2	1	2	1
L1FLnI_6q14.3r	2	2	9	3
L1FLnI_6q23.1a	2	0	3	1
L1FLnI_7p21.3ea	2	3	5	0
L1FLnI_7q31.32n	2	0	3	1
L1FLnI_8q23.3ba	2	5	12	3
L1FLnI_10p11.21c	2	3	2	2
L1FLnI_10q26.11a	2	1	11	0
L1FLnI_12q23.1e	2	1	3	0
L1FLnI_13q14.11p	2	0	0	0
L1FLnI_13q14.11q	2	0	0	0
L1FLnI_14q22.3f	2	4	6	2
L1FLnI_15q26.1d	2	0	3	0
L1FLnI_19q13.2f	2	0	2	2
L1ORF2_20p12.2	2	3	5	0
L1FLnI_20p12.1n	2	8	7	2
L1FLnI_Xp11.21cb	2	2	1	0
L1ORF2_Xq13.1	2	0	9	2
L1FLnI_1q23.3c	2	7	5	0
L1FLI_1q32.2	2	5	4	2
L1FLnI_2p14k	2	1	2	0
L1FLnI_2p12db	2	2	2	0
L1FLnI_2q11.2p	2	0	3	1
L1FLnI_2q21.1f	2	2	3	1
L1FLnI_3q22.1p	2	3	6	3
L1FLnI_3q26.32j	2	1	3	1
L1FLnI_3q26.32w	2	2	6	2
L1FLnI_4q13.1pa	2	0	2	2
L1FLnI_4q23g	2	0	1	1
L1FLnI_4q28.3ha	2	3	3	2
L1FLnI_6p11.2k	2	1	2	1
L1FLnI_6q14.1bb	2	1	3	3
L1FLnI_6q16.1ga	2	0	4	1
L1FLnI_6q22.1pa	2	0	4	0
L1FLnI_7p14.2h	2	7	6	2
L1FLnI_7q22.1m	2	3	1	1
L1FLnI_8q21.3j	2	1	4	1
L1FLnI_9p21.1r	2	0	2	0
L1FLnI_10q23.31i	2	1	0	0
L1FLnI_11p14.3da	2	0	13	2
L1FLnI_11q12.3b	2	0	0	0
L1FLnI_11q22.1p	2	0	4	3
L1FLnI_13q12.3e	2	1	3	4
L1FLnI_13q13.3g	2	2	3	7
L1FLnI_16p13.12a	2	0	0	0
L1FLnI_16q23.3b	2	1	1	1
L1FLnI_Xp21.3b	2	0	3	1
L1FLnI_Xq27.2i	2	0	7	3
L1FLnI_Xq27.3s	2	0	2	1
L1FLnI_1p31.1hb	2	0	0	1
L1FLnI_4p15.31a	2	2	2	0
L1FLnI_14q13.3h	2	1	0	2
L1FLnI_Xq22.1ia	2	1	0	1
L1FLnI_1q42.3c	2	2	6	4
L1FLnI_2q14.3ka	2	2	5	1
L1FLnI_2q31.1q	2	1	4	1
L1FLnI_3q22.2f	2	2	0	0
L1FLnI_4q21.21w	2	0	2	1
L1FLnI_4q25d	2	1	1	0
L1FLnI_4q32.3b	2	0	3	3
L1FLnI_5p13.2ga	2	0	0	3
L1FLnI_5q11.2ia	2	1	8	4
L1FLnI_7p12.3j	2	2	1	0
L1FLnI_7q21.2c	2	1	0	1
L1FLnI_9p22.1h	2	1	3	0
L1FLI_9q22.2	2	3	7	0
L1FLnI_11p12ba	2	0	1	0
L1FLnI_12q24.33d	2	1	1	2
L1FLI_15q23b	2	1	5	1
L1FLnI_18q12.1t	2	2	7	1
L1FLnI_Xp22.2x	2	1	2	2
L1FLnI_Xq13.3x	2	1	4	2
L1FLnI_1p35.2c	2	1	1	0
L1FLnI_3p26.3f	2	0	1	0
L1FLnI_3p22.3a	2	3	3	2
L1FLnI_3q27.3e	2	1	1	0
L1FLI_4q21.21a	2	2	2	0
L1FLnI_4q22.1s	2	0	2	1
L1FLnI_5q14.3c	2	2	5	3
L1FLnI_5q21.1o	2	0	1	3
L1FLnI_6q14.1na	2	4	3	0
L1FLnI_6q16.1d	2	0	7	3
L1FLnI_6q16.3x	2	0	1	0
L1FLnI_7p21.3u	2	0	0	1
L1FLnI_7q36.1b	2	0	1	0
L1FLnI_8q21.13j	2	0	2	2
L1FLnI_8q22.2s	2	0	1	0
L1FLnI_9q21.13u	2	1	5	1
L1FLnI_10q25.1z	2	6	3	4
L1FLnI_10q25.3i	2	1	8	2
L1FLnI_12q21.31y	2	6	0	4
L1FLnI_12q23.2f	2	1	8	0
L1FLnI_13q31.1l	2	0	0	0
L1FLnI_13q31.1ba	2	2	4	0
L1FLnI_16p11.2i	2	1	4	0
L1FLnI_18q12.3g	2	0	2	0
L1FLnI_21q21.3h	2	2	8	3
L1FLI_Yp11.2	2	1	4	1
L1FLnI_1q23.1d	2	1	3	1
L1FLnI_2p22.2e	2	7	13	7
L1FLI_2q31.1b	2	4	4	0
L1FLnI_3p12.2c	2	3	3	2
L1FLnI_4p15.32e	2	1	8	2
L1FLnI_4q13.3ia	2	0	0	0
L1FLnI_5p12h	2	0	4	0
L1FLnI_6p22.3l	2	0	2	3
L1FLnI_7q35n	2	1	3	5
L1FLnI_8q12.3g	2	4	6	1
L1FLnI_8q13.2h	2	4	5	2
L1FLnI_8q21.3na	2	0	1	0
L1FLnI_8q23.1p	2	2	1	0
L1FLnI_15q25.3y	2	2	3	3
L1FLnI_16p12.1a	2	3	3	2
L1FLnI_16q21g	2	1	3	2
L1FLnI_Xq25d	2	2	1	3
L1FLnI_2p13.3f	2	0	4	0
L1FLnI_2q12.1p	2	3	1	1
L1FLnI_2q36.3k	2	2	7	4
L1FLnI_4q21.21n	2	2	3	0
L1FLnI_5p15.31g	2	2	5	1
L1FLnI_5q12.1x	2	4	8	2
L1FLnI_5q22.3e	2	1	3	0
L1FLnI_6q22.33n	2	2	8	4
L1FLnI_11p14.3l	2	3	3	0
L1FLnI_11p11.2l	2	1	1	3
L1FLnI_2p14i	2	2	10	3
L1FLnI_4q27i	2	0	4	4
L1FLnI_10p11.21i	2	0	3	1
L1FLnI_11p12na	2	2	1	0
L1FLnI_11q12.1ba	2	3	7	6
L1FLnI_11q24.2c	2	3	7	1
L1FLnI_21q21.2g	2	0	1	0
L1FLnI_3p24.3ja	2	0	4	3
L1FLnI_4q13.3n	2	3	8	4
L1FLnI_6q22.31x	2	3	1	2
L1FLnI_11p12fa	2	1	0	0
L1FLnI_12q21.32s	2	0	2	0
L1FLnI_14q21.1ia	2	2	7	1
L1FLnI_1q25.2r	2	4	2	1
L1FLnI_4q31.23n	2	1	1	1
L1FLnI_5q15w	2	0	5	1
L1FLnI_14q21.2e	2	2	3	2
L1FLnI_Yp11.2w	2	1	9	3
L1FLnI_1p33da	2	0	1	2
L1FLnI_2q24.1z	2	0	4	1
L1FLnI_3p26.1p	2	0	2	2
L1FLnI_6p12.1o	2	5	2	2
L1FLnI_10p11.22a	2	7	10	3
L1FLnI_11q11i	2	3	4	1
L1FLnI_14q31.3k	2	0	2	2
L1FLnI_15q26.3i	2	1	3	2
L1FLnI_5q33.1m	2	2	1	0
L1FLnI_6q14.3l	2	0	0	0
L1FLnI_7p12.2e	2	0	2	0
L1FLnI_12q12i	2	2	5	1
L1FLnI_16q23.1i	2	1	0	0
L1FLnI_1q21.3i	2	2	0	0
L1ORF2_5p14.3	2	1	4	0
L1FLnI_11q14.1q	2	2	0	5
L1FLnI_16q12.1r	2	0	1	0
L1FLnI_Xp11.21i	2	2	0	4
L1FLnI_1p31.1rb	2	0	4	1
L1FLnI_3p24.3l	2	2	3	1
L1FLnI_3p12.1r	2	0	0	0
L1FLnI_6q13k	2	0	7	4
L1FLnI_8q21.3sa	2	2	6	1
L1FLnI_13q21.33g	2	4	7	5
L1FLnI_Xq22.2k	2	2	6	0
L1FLnI_Xq25t	2	0	2	3
L1FLnI_8p21.2n	2	0	1	1
L1FLnI_Xq25qb	2	1	0	1
L1FLnI_5q22.1c	2	0	0	0
L1FLnI_6q12na	2	1	1	0
L1FLnI_8q24.21a	2	3	12	1
L1FLnI_11q12.3i	2	5	8	2
L1FLnI_14q13.1b	2	1	4	2
L1FLnI_5p12ca	2	0	2	1
L1FLnI_16q23.1d	2	1	1	1
L1FLnI_1p22.2s	2	0	5	0
L1FLnI_8p11.1h	2	1	3	2
L1FLnI_11p14.2c	2	1	6	0
L1FLnI_3p24.3ab	2	2	0	0
L1FLnI_1p21.2h	2	1	1	0
L1FLnI_1q31.3p	2	1	2	1
L1FLnI_9p23d	2	3	3	0
L1FLnI_18p11.21a	2	1	0	0
L1FLnI_1q24.2r	2	2	5	2
L1FLnI_8p12la	2	0	4	0
L1FLnI_Xq24k	2	7	4	0
L1FLnI_10q25.2d	2	5	3	2
L1FLnI_12q23.1ca	2	0	1	0
L1FLnI_3p12.3k	2	0	0	3
L1FLnI_5q21.1g	2	0	0	2
L1FLnI_12q12p	2	1	1	2
L1FLnI_5q23.3u	2	1	1	0
L1FLnI_15q25.2g	2	1	2	5
L1FLnI_11p15.2r	2	3	6	4
L1FLnI_12q13.11l	2	3	4	4
L1FLnI_19p13.2c	2	1	1	6
L1FLnI_1q21.1i	2	4	9	3
L1FLnI_12q21.1c	2	4	2	5
L1FLnI_3p26.1aa	2	1	1	0
L1FLnI_9p24.2o	2	2	1	0
L1FLnI_Xq24i	2	2	4	0
L1FLnI_8q24.12u	2	0	1	1
L1FLnI_4q24f	2	0	2	0
L1FLnI_5q32aa	2	1	1	0
L1FLnI_8q11.23g	2	2	0	0
L1FLnI_Xq11.2q	2	0	0	0
L1FLnI_3q23t	2	1	3	3
L1FLnI_4q13.1va	2	0	5	3
L1FLnI_20p12.1v	2	4	0	0
L1FLnI_Xp22.11g	2	1	5	2
L1FLnI_Xq25yb	2	0	1	5
L1FLnI_4q24ib	2	1	8	3
L1FLnI_2q33.3h	2	0	4	0
L1FLnI_9q31.3b	2	6	1	5
L1FLnI_1q21.2b	2	0	0	1
L1FLnI_3q13.31d	2	3	1	0
L1FLnI_4q28.2v	2	0	2	0
L1FLnI_11p15.4i	2	0	2	2
L1FLnI_16q22.3	2	0	4	0
L1FLnI_13q21.1u	2	0	0	0
L1FLnI_3p22.1t	2	3	4	0
L1FLnI_4q28.3xa	2	1	2	0
L1FLnI_5p13.1c	2	0	1	1
L1FLI_8q21.11b	2	1	4	1
L1FLnI_18q11.2d	2	1	4	0
L1FLnI_Xp11.22g	2	5	14	7
L1FLnI_4q13.2a	2	0	3	0
L1FLnI_6q23.2i	2	3	7	4
L1FLnI_14q21.2l	2	1	1	0
L1FLnI_14q23.1t	2	6	5	4
L1FLnI_Xq21.1ec	2	1	4	1
L1FLnI_2p12p	2	1	5	0
L1FLnI_2q31.2f	2	4	1	1
L1FLnI_16q23.1j	2	0	1	0
L1FLnI_2q14.3i	2	4	4	4
L1FLnI_11p15.3f	2	2	0	0
L1FLnI_4q28.2s	2	0	2	2
L1FLnI_5p15.31p	2	0	0	0
L1FLnI_12q13.11m	2	1	3	2
L1FLnI_14q22.3a	2	6	7	3
L1FLnI_9q33.1g	2	1	1	6
L1FLnI_5q23.1u	2	4	1	0
L1FLnI_6p11.2g	2	2	2	1
L1FLnI_17q24.3a	2	0	13	4
L1FLnI_11q22.1ka	2	1	1	0
L1FLnI_2q31.3f	2	1	2	1
L1FLnI_2q21.1e	2	3	2	2
L1FLnI_3p14.2z	2	2	3	3
L1FLnI_7p21.2j	2	0	5	1
L1FLnI_8p23.2h	2	0	4	2
L1FLnI_11q24.1a	2	1	3	2
L1FLnI_6q14.1ac	2	2	9	5
L1FLnI_3q26.33g	2	0	9	3
L1FLI_14q12	2	4	10	3
L1FLnI_Xp22.2z	2	3	1	0
L1FLnI_5q11.2a	2	0	0	1
L1FLnI_3q12.1d	2	2	5	1
L1FLnI_2p16.1aa	2	3	3	0
L1FLnI_2q24.1i	2	3	3	1
L1FLnI_2q32.2i	2	1	2	1
L1FLnI_2q32.3k	2	0	0	0
L1FLnI_4p12f	2	0	0	1
L1FLnI_5p13.2o	2	1	8	2
L1FLnI_5q14.3ga	2	0	1	0
L1FLnI_9p21.1n	2	0	0	0
L1FLnI_9q31.3d	2	2	5	5
L1FLnI_11q14.1a	2	1	3	0
L1FLnI_16p11.2a	2	0	0	1
L1FLnI_1q25.1d	2	6	4	4
L1FLnI_2q24.1da	2	2	4	1
L1FLnI_2q36.3m	2	1	1	2
L1FLnI_2q36.3s	2	3	3	2
L1FLnI_3p24.2q	2	3	6	2
L1FLnI_3q26.1l	2	0	3	0
L1FLnI_3q26.33n	2	8	2	3
L1FLnI_4q34.1v	2	0	3	0
L1FLnI_5p14.1s	2	1	2	0
L1FLnI_6q14.3ea	2	0	2	2
L1FLnI_6q16.1f	2	3	9	1
L1FLnI_7q21.11h	2	0	6	0
L1FLnI_12q12y	2	0	4	3
L1FLnI_14q32.12a	2	2	4	0
L1FLnI_15q23i	2	3	8	2
L1FLI_16q23.3	2	1	4	3
L1FLnI_17q23.2f	2	2	3	1
L1FLnI_Xq21.2da	2	0	10	0
L1FLnI_Xq23la	2	1	4	2
L1FLnI_Xq26.2s	2	2	3	0
L1ORF2_2p16.1	2	7	6	5
L1FLnI_2q24.1ia	2	1	1	2
L1FLnI_3p24.3fa	2	1	5	0
L1FLnI_3q13.33m	2	2	2	0
L1FLnI_5q21.1k	2	3	4	3
L1FLnI_7q31.2i	2	0	1	0
L1FLI_10q25.1b	2	4	3	2
L1FLnI_11p11.2h	2	11	9	9
L1FLnI_18q12.3f	2	0	4	0
L1FLnI_20q12g	2	0	3	4
L1FLnI_Xq22.1r	2	0	3	2
L1FLnI_Xq27.1b	2	5	13	7
L1FLI_3p12.2	2	1	4	4
L1FLnI_8q21.13qa	2	6	2	3
L1FLnI_11q21t	2	0	0	0
L1FLnI_20p12.1c	2	1	2	0
L1FLnI_2p15g	2	0	3	1
L1FLnI_2q21.2n	2	0	0	0
L1FLnI_4q32.1t	2	0	0	3
L1FLnI_5q31.1j	2	0	1	0
L1FLI_5q32	2	3	5	1
L1FLnI_6q14.1wb	2	1	1	1
L1FLnI_6q24.2k	2	1	1	0
L1FLnI_7q21.13g	2	1	0	0
L1FLnI_7q31.1c	2	1	9	3
L1FLnI_7q36.1l	2	4	7	3
L1FLnI_8q22.1h	2	2	0	1
L1FLnI_15q25.3x	2	1	3	2
L1FLnI_Yq11.221ob	2	0	0	0
L1FLnI_1p31.1wb	2	0	2	0
L1FLnI_2p16.2a	2	3	3	1
L1FLnI_4q23d	2	1	5	5
L1FLnI_11q12.1m	2	1	3	0
L1FLnI_17p12a	2	0	2	1
L1FLnI_Xq23oa	2	1	3	3
L1FLnI_1q25.3m	2	3	4	7
L1FLI_Xp22.2a	2	3	2	1
L1FLnI_2q37.2b	2	4	4	1
L1FLnI_3p25.1c	2	0	0	0
L1FLnI_4q12jb	2	4	7	6
L1FLnI_2p12e	2	0	3	0
L1FLnI_20p13e	2	1	3	5
L1FLnI_1p33t	2	0	4	2
L1FLnI_1p21.2e	2	1	0	0
L1FLnI_1q23.1b	2	0	4	0
L1FLnI_2q31.1v	2	2	9	1
L1FLnI_2q31.2j	2	2	2	1
L1FLnI_2q32.3ba	2	2	4	2
L1FLnI_3q25.2q	2	1	2	0
L1FLnI_4q26aa	2	2	1	0
L1FLnI_4q31.22r	2	0	2	0
L1FLnI_5q31.3d	2	1	4	2
L1FLnI_6q22.1oa	2	0	2	0
L1FLnI_7q31.1j	2	2	1	0
L1FLI_7q31.1c	2	4	2	0
L1FLnI_8q12.1z	2	0	0	1
L1FLnI_8q12.2a	2	0	4	3
L1FLnI_8q12.3ba	2	0	0	0
L1FLnI_8q21.11d	2	4	4	2
L1FLnI_8q23.3w	2	2	3	1
L1FLnI_8q24.11b	2	1	3	1
L1FLnI_11p15.1n	2	0	2	0
L1FLnI_13q21.2j	2	0	3	1
L1FLnI_Xq13.2o	2	3	3	3
L1FLnI_Xq25gb	2	2	1	1
L1FLnI_1p13.2t	2	2	4	1
L1FLnI_Xp22.2h	2	0	1	2
L1FLnI_5q21.1i	2	1	1	2
L1FLnI_5q33.1g	2	0	4	0
